编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
25,陈莺琼,女,22,3.3140002856626944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,柳俊,男,21,3.2748383297854047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,华波俊,男,20,3.252003879751648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,花时,男,20,3.2337788102239626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,褚春,女,22,3.216725118892154,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
30,张易若,男,22,3.2124838000551037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,窦时,男,22,3.1973237708706863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,邹礼,男,20,3.1462815696147874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,花星真,男,21,3.119206887666412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,朱兰洁,女,22,3.111458884528582,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,苗心友,男,22,3.0849339401029656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
36,蒋茜倩,女,20,3.0729225852546636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,任鹏栋,男,20,3.069143889370822,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,秦行朗,男,20,3.051537307450089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,潘宏之,男,22,3.036690841219707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,葛贞,女,22,3.035992381266478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,何梅静,女,20,3.0201810173288437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,孙乐元,男,20,3.0081223665129118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
43,东方义邦,男,22,3.0075867518811963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,李凤,女,20,2.9763903929246034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,马融琦,女,22,2.966500959032692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,钱泰,男,20,2.924440298439496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,潘芳美,女,20,2.9214588606844867,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
48,何辉,男,22,2.887214793553961,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
49,鲁洁霭,女,22,2.8740816499807336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,凤桂凤,女,20,2.8716139134527827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,窦志,男,21,2.871205552029184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,朱妍岚,女,22,2.8480450425457997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,邹勤瑗,女,20,2.8315923366817075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,凤娟,女,22,2.8174504114603156,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
55,彭超士,男,20,2.8019929456070223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,谢飞茂,男,20,2.7943761897977097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,李艳希,女,20,2.7692285378589476,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,孙祥厚,男,21,2.7589301150585204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,苏融苑,女,20,2.7502168819802915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,吴飞和,男,21,2.747578089429465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,苗腾翰,男,22,2.7360036068333935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,吴若,男,20,2.7230435835760476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,秦炎波,男,22,2.7124585862214885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,方胜群,男,20,2.6298190634417202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,陈纨冰,女,21,2.5760286021505667,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,魏姬,女,20,2.5495138406703894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,柳厚勇,男,21,2.5429711240761117,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
68,葛韵,女,21,2.5326942878625776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,郎心平,男,22,2.461333020513008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,方澜瑾,女,22,2.433930680373055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,李璧,女,20,2.4331597099686215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,方超,男,21,2.4244535618123515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,冯坚,男,21,2.390578352461605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,韦发龙,男,21,2.37449014366974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,姜菁凡,女,21,2.372135189887251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,章枫,女,22,2.3116330193431356,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
77,姜菲,女,21,2.3101396658849533,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
78,金可叶,女,20,2.235643440922595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,姜家歌,男,22,2.2268705854856417,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
80,李融美,女,20,2.223975472637971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,窦仁,男,22,2.2036689557025317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
82,郑芸英,女,20,2.2015393819735434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,韩玲欢,女,20,2.1950715154089577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,金洁伊,女,20,2.1642075579079876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,彭胜学,男,20,2.1038526114463902,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
86,章欢卿,女,21,2.083073293580605,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
87,俞贵真,男,22,2.046981976169224,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
88,蒋瑾,女,22,2.020153092921513,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
89,马泽,男,21,2.016598740745966,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
90,花邦泰,男,21,2.0121721807050132,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
