编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
49,彭君霭,女,22,2.928416712305606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,李飘,女,20,2.8989973089041863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,杨思玲,女,22,2.873748617009845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
52,朱春,女,20,2.862156790899286,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,张生,男,20,2.86021433323174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,许舒纨,女,20,2.83054287284158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,戚融芝,女,20,2.7313822013014084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,卫健,男,22,2.71860225258908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,张有全,男,21,2.7146168655467635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
58,潘悦萍,女,22,2.7137208403959967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,任力宁,男,22,2.674992732485598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,姜心群,男,22,2.6510429370319195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,朱春咏,女,20,2.643914270562438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,张彩,女,21,2.63306171506517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,周光启,男,22,2.617935410964005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,郎善建,男,22,2.562714796059616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,秦兰桂,女,20,2.5305220293886213,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
66,谢燕莉,女,22,2.517278550320478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,潘荷梅,女,22,2.5097571459431753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,唐友栋,男,22,2.507710342211106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,马斌彬,男,21,2.4811597401080903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,方蓉秋,女,21,2.4712979160239796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,袁辰,男,20,2.404749686824154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,窦会军,男,22,2.368706782584296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,马凯健,男,20,2.3473231689282796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,施真,女,20,2.3256606485900857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,窦炎彬,男,21,2.307319379001373,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
76,花勤艳,女,20,2.2537558491166543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,彭欢娣,女,22,2.2252072152206166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,任器凯,男,20,2.2039000503080044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,何咏,女,22,2.1982604818581626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,沈芳瑗,女,21,2.1948852826777436,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
81,范富文,男,22,2.185533840638379,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,曹纯芳,女,21,2.1351195495925364,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
83,郎先榕,男,20,2.110033068497467,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,吴宜,女,21,2.1048367559908887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,陈芬,女,22,2.0942339148464924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,魏健,男,20,2.0930864498364863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,褚红茗,女,21,2.0597968141657415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,苏仁,男,22,2.059016576875784,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
89,韦友良,男,20,2.024770651925843,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
90,姜娅瑾,女,21,2.0106167814138103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
