编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
25,金永涛,男,21,3.374359096733559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,鲁珍,女,22,3.3671296853424177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,范秋韵,女,21,3.2822293196163015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,郑雁筠,女,20,3.2692155122211846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,卫君柔,女,21,3.227078073159236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,潘乐健,男,20,3.2002758655851222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,华亨中,男,22,3.195586021566836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,蒋义,男,22,3.154011609587349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
33,孙策维,男,20,3.138266905145163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,凤芬璧,女,21,3.099228788797717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,戚彬,男,20,3.086642817680863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,秦韵,女,22,3.0618960343184627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,孙光,男,21,3.038082833225169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,吴亚艳,女,21,3.035166677542336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,方昭柔,女,21,3.00088261663147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,苗钧元,男,20,2.99915449429958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,卫真瑗,女,22,2.992468545842275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,谢卿,女,21,2.9873159317615405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,欧阳凤秀,女,21,2.973025068015703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,凤亮广,男,22,2.945874418013653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,严希蓉,女,22,2.9440512639283485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,李光,男,20,2.911969380781688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,云秋薇,女,22,2.899793673466667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,赵建信,男,21,2.8995599907315404,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,秦志歌,男,20,2.897216612167983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,窦真利,男,22,2.84131103840146,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
51,吴心晨,男,22,2.8370177154784644,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,赵苑琴,女,22,2.829729870822088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,万俟环春,女,20,2.7949372966092945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,方中,男,22,2.7889795272474007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,戚燕,女,20,2.7696151813242684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,郎军世,男,22,2.749096626397728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,史薇婉,女,20,2.7474259704215154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
58,姜娅月,女,20,2.7453580438268093,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,蒋竹琼,女,20,2.737357068905397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,谢震贵,男,20,2.7094329939961055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,李露真,女,21,2.695206253951593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,马琴璐,女,20,2.66402247271946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,李松光,男,20,2.6400210300938625,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,周心以,男,22,2.573025525852861,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
65,陈风鹏,男,22,2.5634256786524916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
66,魏星中,男,21,2.5564581545276392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,柳筠华,女,20,2.518977940611652,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,李瑗,女,22,2.49572039694202,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,唐广学,男,20,2.456380069545888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,孔澜,女,20,2.4461812990960428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,史寒园,女,20,2.398655382243957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,朱晓琼,女,22,2.3578416239941795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
73,方盛绍,男,20,2.343393886576857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,施翔保,男,21,2.3251821176564795,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
75,蒋心,男,22,2.309207986488537,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
76,何凤雅,女,21,2.298461837202295,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
77,何斌风,男,22,2.2881917385005712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,李晨,男,21,2.2748283949089556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,尤妹婉,女,22,2.2702378714422187,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
80,诸葛莉伊,女,20,2.2477364336241106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,曹颖咏,女,22,2.2451338841027075,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,钱达义,男,20,2.143399258027067,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,钱亨,男,20,2.1296924202775926,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
84,张贞燕,女,22,2.1057770588235165,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85,赵琳,女,21,2.0623347067085787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
86,蒋坚良,男,22,2.056431717036623,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87,王栋晨,男,20,2.0472356585500724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,鲍锦琦,女,21,2.029259836730959,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
89,韩瑗纯,女,22,2.0133222518219203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,方秋,女,20,2.00540110800274,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
