编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
31,华家波,男,20,3.304345614680696,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
32,金珊惠,女,21,3.285574065350575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,邹娥慧,女,21,3.256556218351901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,郎毓,女,20,3.2528188120092043,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
35,冯婉,女,22,3.2061665139733355,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,王福平,男,22,3.1759510882946986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,鲍颖彩,女,22,3.0208287638889297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,陶蓓琦,女,22,3.016522642251494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,范绍保,男,20,2.9742628572024685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,马蓓,女,20,2.96228446669391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,范梅娜,女,22,2.9237861185124174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,章淑妍,女,22,2.921018890285351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,蒋良,男,20,2.905689175424306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,彭欢,女,20,2.895867829488202,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
45,邹芸,女,22,2.860451902691704,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
46,俞富俊,男,22,2.8145547124177055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,卫思菊,女,20,2.810355112335744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,葛胜克,男,22,2.8083851576828156,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,理塘义,男,22,2.771893259751912,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,方子政,男,21,2.771819403233561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,蒋雪霞,女,21,2.7546358572390086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,马慧娥,女,21,2.752714070882428,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
53,尤婕,女,20,2.741864844209667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,袁强固,男,22,2.7247429720416996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,尉迟策有,男,21,2.718683711172665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,唐菲莲,女,22,2.713942722862222,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,史旭辰,男,21,2.6805642489433694,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
58,褚鸣策,男,20,2.6788530059668965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,苏菲兰,女,20,2.6515813347708517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,曹梁敬,男,21,2.630419864908978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,葛兰颖,女,21,2.6297374228209596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,潘雄刚,男,21,2.6270322294993047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,方红,女,21,2.624804394418319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,鲍新,男,21,2.6120379192279497,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
65,潘蓓蕊,女,20,2.5443568852789777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
66,李艳,女,20,2.5192197613248926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,秦杰,男,22,2.4879932214432756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,韦天永,男,21,2.462889938564289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,韩祥才,男,20,2.4540598394777007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,韩武生,男,20,2.448752667961494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,严素可,女,20,2.4140172792106505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,史伟雄,男,21,2.3743507482665844,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
73,柳珊娣,女,21,2.3676709535619995,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
74,戚莲秋,女,21,2.330309411446782,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
75,凤荔晓,女,22,2.2754790866277705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,诸葛明伯,男,20,2.218045628695129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,吴亚青,女,21,2.2179665972012383,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
78,马珠婵,女,22,2.1549535163313553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,窦世,男,20,2.1540998984874395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,张宏友,男,22,2.141005702610517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,严琬,女,20,2.128426088815398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
82,吕仁,男,20,2.1220425479975473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,严聪,女,21,2.113046431469521,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
84,赵俊和,男,20,2.1017955548833953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,方真艳,女,21,2.082298814262455,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,云致仁,男,21,2.0782311719945024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
87,范婉,女,22,2.055873356234586,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
88,褚亚滢,女,20,2.052168272558088,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
89,袁怡莉,女,22,2.051271238298022,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
90,沈筠英,女,22,2.0175769142487034,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
