编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
44,葛新,男,22,2.9396242567465274,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
45,方霭珠,女,20,2.9126902994268766,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
46,郎菁姬,女,22,2.9095772856545814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,李武贵,男,21,2.8890329252653943,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,钱力全,男,21,2.88220863439118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,彭贞,女,21,2.84852273992709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,鲍丁乐,男,20,2.789719146932642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,吴顺涛,男,20,2.7731832982766362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,陶琛礼,男,20,2.7174887345666776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,杨克,男,22,2.6451341253432314,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
54,蒋友星,男,20,2.6061254269223424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,孔娣锦,女,22,2.5713569249056127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,魏利栋,男,20,2.536144335557672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,秦纨舒,女,22,2.5352821553160414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,任婉凡,女,22,2.51606808087598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
59,苏群,男,20,2.4985882596374624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,蒋琰,女,21,2.4760061682733685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,周丽莺,女,22,2.4434445889590872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,云巧毓,女,20,2.4078771986586243,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,许炎全,男,22,2.4076436021842778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,韦倩,女,21,2.3944938496117096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,魏芝馨,女,21,2.3751601118142367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,戚婕昭,女,20,2.368491099855752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,秦瑶,女,22,2.3640262183608884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,方贞君,女,20,2.308082266047453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,潘海友,男,20,2.3009760677931546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,尤群,男,21,2.254942037414258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,凤永,男,20,2.2395530953864595,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,章娴莉,女,21,2.2359190609478468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
73,云星政,男,21,2.2331757739117153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,郑真茗,女,22,2.2195844978225674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,郑真,女,21,2.1946423371627803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
76,周佳青,女,20,2.189323774408887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,魏文生,男,22,2.1653355348475127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,苗腾若,男,21,2.1369679533671544,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
79,昌政信,男,22,2.1351059212923005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,窦蓉,女,22,2.125982525513596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,苗娅,女,22,2.120940557572383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,司马娅青,女,21,2.1178203975806404,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
83,陶妍婷,女,21,2.1156289577176617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,柳国旭,男,22,2.0784324322911774,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
85,章信心,男,22,2.059003643554224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
86,尤林磊,男,20,2.051571940115939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
87,云园,女,22,2.0263145629675825,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
88,苗全志,男,20,2.0118070253543383,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
89,柳巧,女,20,2.0093036199788825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
90,夏侯岚,女,22,2.0062249242207986,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
